Month,URL,,,,,,,,,,,,,,,
15-Jan-20,https://www.medrxiv.org/content/10.1101/2020.01.23.20018549v2.full-text,https://www.medrxiv.org/content/10.1101/2020.01.27.20018952v1.full-text,https://www.medrxiv.org/content/10.1101/2020.01.27.20018986v2.full-text,,,,,,,,,,,,,
15-Feb-20,https://www.medrxiv.org/content/10.1101/2020.02.13.20022251v1.full-text,https://www.medrxiv.org/content/10.1101/2020.01.30.20019836v4.full-text,https://www.medrxiv.org/content/10.1101/2020.02.11.20022236v1.full-text,https://www.medrxiv.org/content/10.1101/2020.02.04.20020495v2.full-text,https://www.medrxiv.org/content/10.1101/2020.02.12.20022566v1.full-text,https://www.medrxiv.org/content/10.1101/2020.02.13.20022673v1.full-text,https://www.medrxiv.org/content/10.1101/2020.02.23.20026963v1.full-text,https://www.medrxiv.org/content/10.1101/2020.02.03.20019497v2.full-text,https://www.medrxiv.org/content/10.1101/2020.01.28.20019299v4.full-text,https://www.medrxiv.org/content/10.1101/2020.02.04.20020503v2.full-text,https://www.medrxiv.org/content/10.1101/2020.02.14.20023036v1.full-text,,,,,
15-Mar-20,https://www.medrxiv.org/content/10.1101/2020.03.07.20032573v2.full-text,https://www.medrxiv.org/content/10.1101/2020.03.24.20042283v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.24.20042424v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.27.20045153v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.09.20033183v1.full-text,https://www.medrxiv.org/content/10.1101/2020.02.20.20023572v2.full-text,https://www.medrxiv.org/content/10.1101/2020.03.04.20030395v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.13.20035386v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.16.20036723v2.full-text,https://www.medrxiv.org/content/10.1101/2020.03.29.20044461v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.11.20033688v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.20.20038679v2.full-text,https://www.medrxiv.org/content/10.1101/2020.03.01.20029819v2.full-text,https://www.medrxiv.org/content/10.1101/2020.03.01.20028944v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.26.20044511v1.full-text,
15-Apr-20,https://www.medrxiv.org/content/10.1101/2020.04.11.20061408v2.full-text,https://www.medrxiv.org/content/10.1101/2020.04.17.20069500v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.17.20037515v2.full-text,https://www.medrxiv.org/content/10.1101/2020.04.21.20073668v1.full-text,https://www.medrxiv.org/content/10.1101/2020.04.16.20068213v1.full-text,https://www.medrxiv.org/content/10.1101/2020.04.23.20076919v1.full-text,https://www.medrxiv.org/content/10.1101/2020.04.02.20050989v1.full-text,https://www.medrxiv.org/content/10.1101/2020.04.19.20071456v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.01.20029629v3.full-text,https://www.medrxiv.org/content/10.1101/2020.02.09.20021444v5.full-text,https://www.medrxiv.org/content/10.1101/2020.03.31.20042333v2.full-text,https://www.medrxiv.org/content/10.1101/2020.04.09.20059311v1.full-text,https://www.medrxiv.org/content/10.1101/2020.04.11.20054643v1.full-text,https://www.medrxiv.org/content/10.1101/2020.04.23.20074310v1.full-text,,
15-May-20,https://www.medrxiv.org/content/10.1101/2020.05.06.20092833v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.11.20097972v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.12.20099192v2.full-text,https://www.medrxiv.org/content/10.1101/2020.05.02.20088484v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.14.20101873v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.17.20073189v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.21.20109405v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.05.20092635v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.12.20093997v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.14.20094847v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.24.20111799v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.07.20031393v2.full-text,https://www.medrxiv.org/content/10.1101/2020.04.28.20084004v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.10.20097295v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.08.20093229v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.20.20108357v1.full-text
15-Jun-20,https://www.medrxiv.org/content/10.1101/2020.06.12.20129981v1.full-text,https://www.medrxiv.org/content/10.1101/2020.06.15.20130807v2.full-text,https://www.medrxiv.org/content/10.1101/2020.06.21.20136523v1.full-text,https://www.medrxiv.org/content/10.1101/2020.06.17.20133389v1.full-text,https://www.medrxiv.org/content/10.1101/2020.06.18.20134718v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.31.20118448v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.29.20109785v1.full-text,https://www.medrxiv.org/content/10.1101/2020.04.13.20063354v3.full-text,https://www.medrxiv.org/content/10.1101/2020.06.14.20131318v1.full-text,https://www.medrxiv.org/content/10.1101/2020.06.14.20131318v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.21.20108894v3.full-text,https://www.medrxiv.org/content/10.1101/2020.06.23.20138370v1.full-text,https://www.medrxiv.org/content/10.1101/2020.06.13.20122762v1.full-text,,,
15-Jul-20,https://www.medrxiv.org/content/10.1101/2020.07.17.20155150v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.13.20101246v4.full-text,https://www.medrxiv.org/content/10.1101/2020.06.28.20142000v1.full-text,https://www.medrxiv.org/content/10.1101/2020.06.30.20143909v1.full-text,https://www.medrxiv.org/content/10.1101/2020.07.06.20147066v1.full-text,https://www.medrxiv.org/content/10.1101/2020.07.09.20141762v1.full-text,https://www.medrxiv.org/content/10.1101/2020.06.08.20125393v2.full-text,https://www.medrxiv.org/content/10.1101/2020.07.23.20160234v2.full-text,https://www.medrxiv.org/content/10.1101/2020.07.17.20156430v1.full-text,https://www.medrxiv.org/content/10.1101/2020.07.15.20154989v1.full-text,https://www.medrxiv.org/content/10.1101/2020.07.23.20160580v2.full-text,,,,,
15-Aug-20,https://www.medrxiv.org/content/10.1101/2020.08.04.20168112v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.05.20168872v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.17.20176396v2.full-text,https://www.medrxiv.org/content/10.1101/2020.08.07.20170183v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.09.20170910v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.19.20177493v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.20.20178566v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.03.20167098v1.full-text,https://www.medrxiv.org/content/10.1101/2020.04.08.20057430v2.full-text,,,,,,,
15-Sep-20,https://www.medrxiv.org/content/10.1101/2020.09.14.20194381v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.05.20092361v2.full-text,https://www.medrxiv.org/content/10.1101/2020.09.17.20197087v2.full-text,https://www.medrxiv.org/content/10.1101/2020.07.09.20149682v2.full-text,https://www.medrxiv.org/content/10.1101/2020.09.29.20202416v1.full-text,https://www.medrxiv.org/content/10.1101/2020.03.17.20036954v2.full-text,https://www.medrxiv.org/content/10.1101/2020.09.18.20196980v2.full-text,https://www.medrxiv.org/content/10.1101/2020.09.30.20204644v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.26.20182477v2.full-text,https://www.medrxiv.org/content/10.1101/2020.09.25.20201616v1.full-text,https://www.medrxiv.org/content/10.1101/2020.09.10.20191890v1.full-text,,,,,
15-Oct-20,https://www.medrxiv.org/content/10.1101/2020.10.15.20213108v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.19.20214395v2.full-text,https://www.medrxiv.org/content/10.1101/2020.09.18.20197194v3.full-text,https://www.medrxiv.org/content/10.1101/2020.10.02.20205914v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.10.20210070v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.06.20207910v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.06.20208009v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.14.20212662v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.19.20215293v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.06.20205864v1.full-text,,,,,,
15-Nov-20,https://www.medrxiv.org/content/10.1101/2020.11.25.20238600v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.29.20184176v3.full-text,https://www.medrxiv.org/content/10.1101/2020.11.28.20240333v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.22.20217984v2.full-text,https://www.medrxiv.org/content/10.1101/2020.11.09.20228221v1.full-text,https://www.medrxiv.org/content/10.1101/2020.11.10.20229294v2.full-text,https://www.medrxiv.org/content/10.1101/2020.11.18.20233874v1.full-text,https://www.medrxiv.org/content/10.1101/2020.11.29.20240580v1.full-text,https://www.medrxiv.org/content/10.1101/2020.11.03.20225581v6.full-text,https://www.medrxiv.org/content/10.1101/2020.10.27.20211631v4.full-text,https://www.medrxiv.org/content/10.1101/2020.11.28.20240267v1.full-text,https://www.medrxiv.org/content/10.1101/2020.11.26.20239434v1.full-text,https://www.medrxiv.org/content/10.1101/2020.11.11.20230052v1.full-text,,,
15-Dec-20,https://www.medrxiv.org/content/10.1101/2020.12.19.20248571v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.30.20184168v4.full-text,https://www.medrxiv.org/content/10.1101/2020.12.21.20248627v1.full-text,https://www.medrxiv.org/content/10.1101/2020.12.18.20248331v1.full-text,https://www.medrxiv.org/content/10.1101/2020.12.22.20248736v2.full-text,https://www.medrxiv.org/content/10.1101/2020.12.10.20236943v1.full-text,https://www.medrxiv.org/content/10.1101/2020.12.03.20243220v3.full-text,https://www.medrxiv.org/content/10.1101/2020.12.11.20247932v1.full-text,https://www.medrxiv.org/content/10.1101/2020.11.29.20240515v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.02.20205906v2.full-text,https://www.medrxiv.org/content/10.1101/2020.12.11.20246546v1.full-text,,,,,
15-Jan-21,https://www.medrxiv.org/content/10.1101/2021.01.18.20248911v1.full-text,https://www.medrxiv.org/content/10.1101/2021.01.21.20202119v1.full-text,https://www.medrxiv.org/content/10.1101/2021.01.24.21250324v1.full-text,https://www.medrxiv.org/content/10.1101/2021.01.25.21250404v1.full-text,https://www.medrxiv.org/content/10.1101/2020.12.31.20249106v1.full-text,https://www.medrxiv.org/content/10.1101/2021.01.02.20248596v1.full-text,https://www.medrxiv.org/content/10.1101/2021.01.14.21249690v1.full-text,https://www.medrxiv.org/content/10.1101/2021.01.14.21249829v1.full-text,https://www.medrxiv.org/content/10.1101/2020.04.17.20069666v2.full-text,https://www.medrxiv.org/content/10.1101/2021.01.27.21250593v1.full-text,https://www.medrxiv.org/content/10.1101/2021.01.07.21249323v2.full-text,https://www.medrxiv.org/content/10.1101/2021.01.12.21249682v1.full-text,,,,
15-Feb-21,https://www.medrxiv.org/content/10.1101/2021.02.16.21251824v1.full-text,https://www.medrxiv.org/content/10.1101/2021.02.02.21250889v1.full-text,https://www.medrxiv.org/content/10.1101/2021.02.02.21250836v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.12.20211094v3.full-text,https://www.medrxiv.org/content/10.1101/2021.02.12.21251479v1.full-text,https://www.medrxiv.org/content/10.1101/2020.08.25.20181487v3.full-text,https://www.medrxiv.org/content/10.1101/2021.02.08.21251382v1.full-text,https://www.medrxiv.org/content/10.1101/2021.01.30.21250844v1.full-text,https://www.medrxiv.org/content/10.1101/2021.02.18.21251422v2.full-text,https://www.medrxiv.org/content/10.1101/2021.02.10.21251247v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.09.20209858v2.full-text,https://www.medrxiv.org/content/10.1101/2021.02.13.21251683v1.full-text,,,,
15-Mar-21,https://www.medrxiv.org/content/10.1101/2020.06.22.20136960v3.full-text,https://www.medrxiv.org/content/10.1101/2021.03.25.21254292v1.full-text,https://www.medrxiv.org/content/10.1101/2021.03.19.21253938v1.full-text,https://www.medrxiv.org/content/10.1101/2021.02.18.21252032v3.full-text,https://www.medrxiv.org/content/10.1101/2021.02.23.21251934v1.full-text,https://www.medrxiv.org/content/10.1101/2021.02.28.21252633v2.full-text,https://www.medrxiv.org/content/10.1101/2021.03.08.21253157v1.full-text,https://www.medrxiv.org/content/10.1101/2020.12.18.20248439v4.full-text,https://www.medrxiv.org/content/10.1101/2021.03.19.21253558v1.full-text,https://www.medrxiv.org/content/10.1101/2020.07.15.20154765v6.full-text,https://www.medrxiv.org/content/10.1101/2021.03.17.21253791v1.full-text,,,,,
15-Apr-21,https://www.medrxiv.org/content/10.1101/2021.04.14.21255261v1.full-text,https://www.medrxiv.org/content/10.1101/2021.04.19.21255673v1.full-text,https://www.medrxiv.org/content/10.1101/2021.04.23.21256006v2.full-text,https://www.medrxiv.org/content/10.1101/2021.04.20.21255794v1.full-text,https://www.medrxiv.org/content/10.1101/2021.04.25.21256069v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.18.20214767v3.full-text,https://www.medrxiv.org/content/10.1101/2021.02.04.21251176v2.full-text,https://www.medrxiv.org/content/10.1101/2020.11.27.20234997v2.full-text,https://www.medrxiv.org/content/10.1101/2021.04.02.21254821v1.full-text,https://www.medrxiv.org/content/10.1101/2021.04.26.21255437v1.full-text,https://www.medrxiv.org/content/10.1101/2021.04.15.21255560v1.full-text,https://www.medrxiv.org/content/10.1101/2021.04.04.21253205v1.full-text,https://www.medrxiv.org/content/10.1101/2021.04.09.21255229v1.full-text,,,
15-May-21,https://www.medrxiv.org/content/10.1101/2021.05.15.21257261v1.full-text,https://www.medrxiv.org/content/10.1101/2021.05.16.21257299v1.full-text,https://www.medrxiv.org/content/10.1101/2021.05.17.21257092v1.full-text,https://www.medrxiv.org/content/10.1101/2021.05.18.21257386v1.full-text,https://www.medrxiv.org/content/10.1101/2021.05.01.21256433v1.full-text,https://www.medrxiv.org/content/10.1101/2021.05.11.21256877v1.full-text,https://www.medrxiv.org/content/10.1101/2021.05.01.21256090v1.full-text,https://www.medrxiv.org/content/10.1101/2020.05.08.20095083v2.full-text,https://www.medrxiv.org/content/10.1101/2021.05.09.21256929v2.full-text,https://www.medrxiv.org/content/10.1101/2021.05.06.21256523v1.full-text,https://www.medrxiv.org/content/10.1101/2020.10.01.20205021v2.full-text,https://www.medrxiv.org/content/10.1101/2021.05.13.21257164v1.full-text,https://www.medrxiv.org/content/10.1101/2021.02.17.21251926v2.full-text,https://www.medrxiv.org/content/10.1101/2021.05.15.21257264v2.full-text,https://www.medrxiv.org/content/10.1101/2021.04.17.21255665v2.full-text,
